,Position,Stock,ISIN,Name
6,3737,VN0TP1A53050,TP1A5305,Kho bạc Nhà nước- Bộ tài chính
7,3738,VN0TP1A55055,TP1A5505,Kho bạc Nhà nước- Bộ tài chính
8,3739,VN0TP1A56053,TP1A5605,Kho bạc Nhà nước- Bộ tài chính
9,3740,VN00TP401053,TP4_0105,Ngân hàng Phát triển Việt Nam
0,3741,VN00TP411045,TP4_1104,Ngân hàng Phát triển Việt Nam
1,3742,VN00TP413041,TP4_1304,Ngân hàng Phát triển Việt Nam
2,3743,VN0TP4A01053,TP4A0105,Ngân hàng Phát triển Việt Nam
3,3744,VN0TP4A01061,TP4A0106,Ngân hàng Phát triển Việt Nam
4,3745,VN0TP4A02069,TP4A0206,Ngân hàng Phát triển Việt Nam
5,3746,VN0TP4A03059,TP4A0305,Ngân hàng Phát triển Việt Nam
6,3747,VN0TP4A03067,TP4A0306,Ngân hàng Phát triển Việt Nam
7,3748,VN0TP4A04057,TP4A0405,Ngân hàng Phát triển Việt Nam
8,3749,VN0TP4A04065,TP4A0406,Ngân hàng Phát triển Việt Nam
9,3750,VN0TP4A05054,TP4A0505,Ngân hàng Phát triển Việt Nam
0,3751,VN0TP4A06052,TP4A0605,Ngân hàng Phát triển Việt Nam
1,3752,VN0TP4A06060,TP4A0606,Ngân hàng Phát triển Việt Nam
2,3753,VN0TP4A07068,TP4A0706,Ngân hàng Phát triển Việt Nam
3,3754,VN0TP4A08066,TP4A0806,Ngân hàng Phát triển Việt Nam
4,3755,VN0TP4A09056,TP4A0905,Ngân hàng Phát triển Việt Nam
5,3756,VN0TP4A09064,TP4A0906,Ngân hàng Phát triển Việt Nam
6,3757,VN0TP4A10054,TP4A1005,Ngân hàng Phát triển Việt Nam
7,3758,VN0TP4A10062,TP4A1006,Ngân hàng Phát triển Việt Nam
8,3759,VN0TP4A11052,TP4A1105,Ngân hàng Phát triển Việt Nam
9,3760,VN0TP4A12050,TP4A1205,Ngân hàng Phát triển Việt Nam
0,3761,VN0TP4A12068,TP4A1206,Ngân hàng Phát triển Việt Nam
1,3762,VN0TP4A13058,TP4A1305,Ngân hàng Phát triển Việt Nam
2,3763,VN0TP4A13066,TP4A1306,Ngân hàng Phát triển Việt Nam
3,3764,VN0TP4A14056,TP4A1405,Ngân hàng Phát triển Việt Nam
4,3765,VN0TP4A14064,TP4A1406,Ngân hàng Phát triển Việt Nam
5,3766,VN0TP4A15053,TP4A1505,Ngân hàng Phát triển Việt Nam
6,3767,VN0TP4A16069,TP4A1606,Ngân hàng Phát triển Việt Nam
7,3768,VN0TP4A17059,TP4A1705,Ngân hàng Phát triển Việt Nam
8,3769,VN0TP4A18057,TP4A1805,Ngân hàng Phát triển Việt Nam
9,3770,VN0TP4A19055,TP4A1905,Ngân hàng Phát triển Việt Nam
0,3771,VN0TP4A22059,TP4A2205,Ngân hàng Phát triển Việt Nam
1,3772,VN0TP4A23057,TP4A2305,Ngân hàng Phát triển Việt Nam
2,3773,VN0TP4A25052,TP4A2505,Ngân hàng Phát triển Việt Nam
3,3774,VN0TP4A27058,TP4A2705,Ngân hàng Phát triển Việt Nam
4,3775,VN0TP4A29054,TP4A2905,Ngân hàng Phát triển Việt Nam
5,3776,VN0TP4A30052,TP4A3005,Ngân hàng Phát triển Việt Nam
6,3777,VN0TP4A31050,TP4A3105,Ngân hàng Phát triển Việt Nam
7,3778,VN0TP4A32058,TP4A3205,Ngân hàng Phát triển Việt Nam
8,3779,VN0TP4A34047,TP4A3404,Ngân hàng Phát triển Việt Nam
9,3780,VN0TP4A35044,TP4A3504,Ngân hàng Phát triển Việt Nam
0,3781,VN0TP4A37040,TP4A3704,Ngân hàng Phát triển Việt Nam
1,3782,VN0TP4A38048,TP4A3804,Ngân hàng Phát triển Việt Nam
2,3783,VN0TP4A39046,TP4A3904,Ngân hàng Phát triển Việt Nam
3,3784,VN0TP4A40044,TP4A4004,Ngân hàng Phát triển Việt Nam
4,3785,VN0TP4A41042,TP4A4104,Ngân hàng Phát triển Việt Nam
5,3786,VN0TP4A42040,TP4A4204,Ngân hàng Phát triển Việt Nam
6,3787,VN0TP4A45043,TP4A4504,Ngân hàng Phát triển Việt Nam
7,3788,VN0TP4A46041,TP4A4604,Ngân hàng Phát triển Việt Nam
8,3789,VN0TP4A47049,TP4A4704,Ngân hàng Phát triển Việt Nam
9,3790,VN0TP4A48047,TP4A4804,Ngân hàng Phát triển Việt Nam
0,3791,VN0TP4A49045,TP4A4904,Ngân hàng Phát triển Việt Nam
1,3792,VN0TP4A50043,TP4A5004,Ngân hàng Phát triển Việt Nam
2,3793,VN0TP4A51041,TP4A5104,Ngân hàng Phát triển Việt Nam
3,3794,VN0TP4A52049,TP4A5204,Ngân hàng Phát triển Việt Nam
4,3795,VN000000TPB0,TPB,Ngân hàng Thương mại cổ phần Tiên Phong
5,3796,VN000000TPC8,TPC,Công ty Cổ phần Nhựa Tân Đại Hưng
6,3797,VN000000TPH7,TPH,Công ty Cổ phần In Sách Giáo khoa tại Tp.Hà Nội
7,3798,VNTPKB120011,TPKB12001,Kho bạc Nhà nước- Bộ tài chính
8,3799,VNTPKB120052,TPKB12005,Kho bạc Nhà nước- Bộ tài chính
9,3800,VNTP120060,TPKB12006,Kho bạc Nhà nước- Bộ tài chính
0,3801,VNTPKB120078,TPKB12007,Kho bạc Nhà nước- Bộ tài chính
1,3802,VNTPKB120086,TPKB12008,Kho bạc Nhà nước- Bộ tài chính
2,3803,VNTPKB120094,TPKB12009,Kho bạc Nhà nước- Bộ tài chính
3,3804,VNTPKB120102,TPKB12010,Kho bạc Nhà nước- Bộ tài chính
4,3805,VNTPKB120144,TPKB12014,Kho bạc Nhà nước- Bộ tài chính
5,3806,VNTPKB120151,TPKB12015,Kho bạc Nhà nước- Bộ tài chính
6,3807,VNTPKB120227,TPKB12022,Kho bạc Nhà nước- Bộ tài chính
7,3808,VNTPKB120235,TPKB12023,Kho bạc Nhà nước- Bộ tài chính
8,3809,VNTPKB120243,TPKB12024,Kho bạc Nhà nước- Bộ tài chính
9,3810,VNTPKB120250,TPKB12025,Kho bạc Nhà nước- Bộ tài chính
0,3811,VNTPKB120268,TPKB12026,Kho bạc Nhà nước- Bộ tài chính
1,3812,VNTPKB120276,TPKB12027,Kho bạc Nhà nước- Bộ tài chính
2,3813,VNTPKB120318,TPKB12031,Kho bạc Nhà nước- Bộ tài chính
3,3814,VNTPKB120326,TPKB12032,Kho bạc Nhà nước- Bộ tài chính
4,3815,VNTPKB120334,TPKB12033,Kho bạc Nhà nước- Bộ tài chính
5,3816,VNTPKB130010,TPKB13001,Kho bạc Nhà nước- Bộ tài chính
6,3817,VNTPKB130069,TPKB13006,Kho bạc Nhà nước- Bộ tài chính
7,3818,VNTPKB130226,TPKB13022,Kho bạc Nhà nước- Bộ tài chính
8,3819,VNTPKB130234,TPKB13023,Kho bạc Nhà nước- Bộ tài chính
9,3820,VNTPKB130242,TPKB13024,Kho bạc Nhà nước- Bộ tài chính
0,3821,VNTPKB130259,TPKB13025,Kho bạc Nhà nước- Bộ tài chính
1,3822,VNTPKB130267,TPKB13026,Kho bạc Nhà nước- Bộ tài chính
2,3823,VNTPKB130275,TPKB13027,Kho bạc Nhà nước- Bộ tài chính
3,3824,VNTPKB130283,TPKB13028,Kho bạc Nhà nước- Bộ tài chính
4,3825,VNTPKB130291,TPKB13029,Kho bạc Nhà nước- Bộ tài chính
5,3826,VNTPKB130309,TPKB13030,Kho bạc Nhà nước- Bộ tài chính
6,3827,VNTPKB130317,TPKB13031,Kho bạc Nhà nước- Bộ tài chính
7,3828,VNTPKB130325,TPKB13032,Kho bạc Nhà nước- Bộ tài chính
8,3829,VNTPKB130333,TPKB13033,Kho bạc Nhà nước- Bộ tài chính
9,3830,VNTPKB130341,TPKB13034,Kho bạc Nhà nước- Bộ tài chính
0,3831,VNTPKB130358,TPKB13035,Kho bạc Nhà nước- Bộ tài chính
1,3832,VNTPKB130366,TPKB13036,Kho bạc Nhà nước- Bộ tài chính
2,3833,VNTPKB130374,TPKB13037,Kho bạc Nhà nước- Bộ tài chính
3,3834,VNTPKB130390,TPKB13039,Kho bạc Nhà nước- Bộ tài chính
4,3835,VNTPKB130408,TPKB13040,Kho bạc Nhà nước- Bộ tài chính
5,3836,VNTPKB130416,TPKB13041,Kho bạc Nhà nước- Bộ tài chính
6,3837,VNTPKB130440,TPKB13044,Kho bạc Nhà nước- Bộ tài chính
7,3838,VNTPKB130457,TPKB13045,Kho bạc Nhà nước- Bộ tài chính
8,3839,VNTPKB130465,TPKB13046,Kho bạc Nhà nước- Bộ tài chính
9,3840,VNTPKB130473,TPKB13047,Kho bạc Nhà nước- Bộ tài chính
0,3841,VNTPKB130481,TPKB13048,Kho bạc Nhà nước- Bộ tài chính
1,3842,VNTPKB130499,TPKB13049,Kho bạc Nhà nước- Bộ tài chính
2,3843,VNTPKB130507,TPKB13050,Kho bạc Nhà nước- Bộ tài chính
3,3844,VNTPKB130515,TPKB13051,Kho bạc Nhà nước- Bộ tài chính
4,3845,VNTPKB130523,TPKB13052,Kho bạc Nhà nước- Bộ tài chính
5,3846,VNTPKB130531,TPKB13053,Kho bạc Nhà nước- Bộ tài chính
6,3847,VNTPKB130549,TPKB13054,Kho bạc Nhà nước- Bộ tài chính
7,3848,VNTPKB130556,TPKB13055,Kho bạc Nhà nước- Bộ tài chính
8,3849,VNTPKB130564,TPKB13056,Kho bạc Nhà nước- Bộ tài chính
9,3850,VNTPKB140019,TPKB14001,Kho bạc Nhà nước- Bộ tài chính
0,3851,VNTPKB140175,TPKB14017,Kho bạc Nhà nước- Bộ tài chính
1,3852,VNTPKB140183,TPKB14018,Kho bạc Nhà nước- Bộ tài chính
2,3853,VNTPKB140191,TPKB14019,Kho bạc Nhà nước- Bộ tài chính
3,3854,VNTPKB140209,TPKB14020,Kho bạc Nhà nước- Bộ tài chính
4,3855,VNTPKB140217,TPKB14021,Kho bạc Nhà nước- Bộ tài chính
5,3856,VNTPKB140225,TPKB14022,Kho bạc Nhà nước- Bộ tài chính
6,3857,VNTPKB140233,TPKB14023,Kho bạc Nhà nước- Bộ tài chính
7,3858,VNTPKB140241,TPKB14024,Kho bạc Nhà nước- Bộ tài chính
8,3859,VNTPKB140258,TPKB14025,Kho bạc Nhà nước- Bộ tài chính
9,3860,VNTPKB140266,TPKB14026,Kho bạc Nhà nước- Bộ tài chính
0,3861,VNTPKB140274,TPKB14027,Kho bạc Nhà nước- Bộ tài chính
1,3862,VNTPKB140282,TPKB14028,Kho bạc Nhà nước- Bộ tài chính
2,3863,VNTPKB140290,TPKB14029,Kho bạc Nhà nước- Bộ tài chính
3,3864,VNTPKB140308,TPKB14030,Kho bạc Nhà nước- Bộ tài chính
4,3865,VNTPKB140316,TPKB14031,Kho bạc Nhà nước- Bộ tài chính
5,3866,VNTPKB140324,TPKB14032,Kho bạc Nhà nước- Bộ tài chính
6,3867,VNTPKB150018,TPKB15001,Kho bạc Nhà nước- Bộ tài chính
7,3868,VNTPKB150026,TPKB15002,Kho bạc Nhà nước- Bộ tài chính
8,3869,VNTPKB150034,TPKB15003,Kho bạc Nhà nước- Bộ tài chính
9,3870,VNTPKB150042,TPKB15004,Kho bạc Nhà nước- Bộ tài chính
0,3871,VNTPKB150059,TPKB15005,Kho bạc Nhà nước- Bộ tài chính
1,3872,VNTPKB150067,TPKB15006,Kho bạc Nhà nước- Bộ tài chính
2,3873,VNTPKB150224,TPKB15022,Kho bạc Nhà nước- Bộ tài chính
3,3874,VNTPKB150232,TPKB15023,Kho bạc Nhà nước- Bộ tài chính
4,3875,VNTPKB150265,TPKB15026,Kho bạc Nhà nước- Bộ tài chính
5,3876,VNTPKB150273,TPKB15027,Kho bạc Nhà nước- Bộ tài chính
6,3877,VNTPKB150281,TPKB15028,Kho bạc Nhà nước- Bộ tài chính
7,3878,VNTPKB160017,TPKB16001,Kho bạc Nhà nước- Bộ tài chính
8,3879,VNTPKB160025,TPKB16002,Kho bạc Nhà nước- Bộ tài chính
9,3880,VNTPKB160033,TPKB16003,Kho bạc Nhà nước- Bộ tài chính
0,3881,VNTPKB160041,TPKB16004,Kho bạc Nhà nước- Bộ tài chính
1,3882,VNTPKB160132,TPKB16013,Kho bạc Nhà nước- Bộ tài chính
2,3883,VNTPKB160140,TPKB16014,Kho bạc Nhà nước- Bộ tài chính
3,3884,VNTPKB160223,TPKB16022,Kho bạc Nhà nước- Bộ tài chính
4,3885,VNTPKB160231,TPKB16023,Kho bạc Nhà nước- Bộ tài chính
5,3886,VN000000TPP0,TPP,Công ty cổ phần Tân Phú Việt Nam
6,3887,VN000000TPS4,TPS,Công ty cổ phần Bến bãi Vận tải Sài Gòn
7,3888,VN000000TQN3,TQN,Công ty cổ phần Thông Quảng Ninh
8,3889,VN000000TQW4,TQW,Công ty cổ phần Cấp thoát nước Tuyên Quang
9,3890,VN000000TR10,TR1,Công ty cổ phần Vận tải 1 Traco
0,3891,VN000000TRA8,TRA,Công ty cổ phần Traphaco
1,3892,VN000000TRC4,TRC,Công ty Cổ phần Cao su Tây Ninh
2,3893,VN000000TRI1,TRI,Công ty Cổ phần Nước Giải khát Sài Gòn
3,3894,VN000000TRS0,TRS,Công ty cổ phần Vận tải và Dịch vụ Hàng hải
4,3895,VN000000TRT8,TRT,Công ty cổ phần RedstarCera
5,3896,VN000000TS35,TS3,Công ty cổ phần Trường Sơn 532
6,3897,VN000000TS43,TS4,CTCP Thủy sản số 4
7,3898,VN000000TS50,TS5,Công ty TNHH Một Thành viên 145 (Tên doanh nghiệp dự kiến sau khi cổ phần hóa: Công ty cổ phần Trường Sơn 145)
8,3899,VN000000TSB4,TSB,Công ty cổ phần Ắc quy Tia Sáng
9,3900,VN000000TSC2,TSC,Công ty CP Vật tư kỹ thuật nông nghiệp Cần Thơ
0,3901,VN000000TSD0,TSD,Công ty cổ phần Du lịch Trường Sơn COECCO
1,3902,VN000000TSG3,TSG,Công ty cổ phần Thông tin tín hiệu đường sắt Sài Gòn
2,3903,VN000000TSJ7,TSJ,Công ty cổ phần Du lịch Dịch vụ Hà Nội
3,3904,VN000000TSM1,TSM,Công ty Cổ phần Xi măng Tiên Sơn Hà Tây
4,3905,VNTSP1190010,TSP119001,Công ty cổ phần Điện Mặt trời Trung Nam
5,3906,VN000000TST6,TST,Công ty cổ phần Dịch vụ Kỹ thuật Viễn Thông
6,3907,VN000000TSV2,TSV,Công ty cổ phần Việt Sáng Tạo
7,3908,VN000000TTA4,TTA,Công ty cổ phần Đầu tư Xây dựng và Phát triển Trường Thành
8,3909,VN000000TTB2,TTB,Công ty cổ phần Tập đoàn Tiến Bộ
9,3910,VN000000TTC0,TTC,Công ty cổ phần Gạch Men Thanh Thanh
0,3911,VN000000TTD8,TTD,Công ty cổ phần Bệnh viện tim Tâm Đức
1,3912,VN000000TTE6,TTE,Công ty cổ phần Đầu tư Năng lượng Trường Thịnh
2,3913,VN000000TTF3,TTF,CTCP Tập đoàn Kỹ nghệ Gỗ Trường Thành
3,3914,VN000000TTG1,TTG,Công ty cổ phần May Thanh Trì
4,3915,VN000000TTH9,TTH,Công ty cổ phần Thương mại và Dịch vụ Tiến Thành
5,3916,VN000000TTJ5,TTJ,Công ty cổ phần Thủy Tạ
6,3917,VN000000TTL1,TTL,Tổng Công ty Thăng Long - CTCP
7,3918,VN000000TTN7,TTN,Công ty cổ phần Công nghệ và Truyền thông Việt Nam
8,3919,VN000000TTP2,TTP,Công ty CP bao bì nhựa Tân Tiến
9,3920,VN000000TTR8,TTR,Công ty cổ phần Du lịch Thương mại và Đầu tư
0,3921,VN000000TTS6,TTS,Công ty cổ phần Cán thép Thái Trung
1,3922,VN000000TTT4,TTT,Công ty cổ phần Du lịch – Thương mại Tây Ninh
2,3923,VN000000TTU2,TTU,Công ty cổ phần Dịch vụ Đô Thị Tân Thành
3,3924,VN000000TTV0,TTV,Công ty cổ phần Thông tin Tín hiệu Đường sắt Vinh
4,3925,VN000000TTZ1,TTZ,Công ty cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung
5,3926,VN000000TUG9,TUG,Công ty cổ phần Lai dắt và vận tải Cảng Hải Phòng
6,3927,VN000000TV14,TV1,Công ty cổ phần Tư vấn Xây dựng điện 1
7,3928,VN000000TV22,TV2,CTCP Tư vấn Xây dựng Điện 2
8,3929,VN000000TV30,TV3,CTCP Tư vấn Xây dựng Điện 3
9,3930,VN000000TV48,TV4,CTCP Tư vấn Xây dựng Điện 4
0,3931,VN000000TV63,TV6,Công ty cổ phần Thương mại Đầu tư xây lắp điện Thịnh Vượng
1,3932,VN000000TVA0,TVA,Công ty cổ phần Sứ Viglacera Thanh Trì
2,3933,VN000000TVB8,TVB,Công ty cổ phần Chứng khoán Trí Việt
3,3934,VN000000TVC6,TVC,Công ty cổ phần Tập đoàn quản lý tài sản Trí Việt
4,3935,VN000000TVD4,TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin
5,3936,VN000000TVG7,TVG,CTCP Tư vấn Đầu tư và Xây dựng Giao thông Vận Tải
6,3937,VN000000TVH5,TVH,Công ty cổ phần Tư vấn Xây dựng công trình Hàng hải
7,3938,VN000000TVI3,TVI,Công ty cổ phần Đầu tư truyền hình
8,3939,VN000000TVM5,TVM,Công ty cổ phần Tư vấn Đầu tư Mỏ và Công nghiệp - Vinacomin
9,3940,VN000000TVN3,TVN,Tổng công ty Thép Việt Nam - CTCP
0,3941,VN000000TVP8,TVP,CTCP Dược phẩm TV.Pharm
1,3942,VN000000TVS2,TVS,Công ty cố phần chứng khoán Thiên Việt
2,3943,VN000000TVT0,TVT,Tổng công ty Việt Thắng - CTCP
3,3944,VN000000TVU8,TVU,Công ty cổ phần Công trình Đô thị Trà Vinh
4,3945,VN000000TVW4,TVW,Công ty cổ phần Cấp thoát nước Trà Vinh
5,3946,VN000000TW39,TW3,Công ty cổ phần Dược Trung ương 3
6,3947,VN000000TXM1,TXM,Công ty Cổ phần Vicem Thạch cao Xi măng
7,3948,VN000000TYA4,TYA,Công Ty Cổ Phần Dây và Cáp điện TAYA Việt Nam
8,3949,VN000000UCT8,UCT,Công ty cổ phần Đô thị Cần Thơ
9,3950,VN000000UDC2,UDC,CTCP Xây dựng và Phát triển Đô thị tỉnh Bà Rịa - Vũng Tàu
0,3951,VN000000UDJ7,UDJ,CTCP Phát triển Đô thị
1,3952,VN000000UDL3,UDL,Công ty cổ phần Đô thị và Môi trường Đắk Lắk
2,3953,VN000000UEM9,UEM,Công ty cổ phần Cơ điện Uông Bí - Vinacomin
3,3954,VN000000UIC1,UIC,Công ty Cổ phầu Đầu tư phát triển Nhà và Đô thị IDICO (UDICO-IDICO)
4,3955,VN000000UMC3,UMC,Công ty cổ phần Công trình đô thị Nam Định
5,3956,VN000000UNI8,UNI,Công ty cổ phần Viễn Liên
6,3957,VN000000UNM0,UNM,Công ty cổ phần Liên hiệp Xuất nhập khẩu và Đầu tư Hà Nội
7,3958,VN000000UPC6,UPC,CTCP Phát triển Công viên cây xanh và Đô thị Vũng Tàu
8,3959,VN000000UPH5,UPH,Công ty cổ phần Dược phẩm TW 25
9,3960,VN000000USC0,USC,Công ty cổ phần Khảo sát và Xây dựng - USCO
0,3961,VN000000USD8,USD,Công ty cổ phần Công trình Đô thị Sóc Trăng
1,3962,VN000000UTT2,UTT,Công ty cổ phần Môi trường Đô thị Thanh Trì
2,3963,VN000000UXC0,UXC,Công ty cổ phần Chế biến Thủy sản Út Xi
3,3964,VN000000V119,V11,CTCP Xây dựng Số 11
4,3965,VN000000V127,V12,Công ty cổ phần Xây dựng số 12
5,3966,VN000000V150,V15,Công ty cổ phần Xây dựng số 15
6,3967,VN000000V218,V21,Công ty cổ phần Vinaconex 21
7,3968,VN000000V457,V45,Công ty cổ phần Đầu tư và Xây dựng Số 45
8,3969,VN000000VAB8,VAB,Ngân hàng Thương mại cổ phần Việt Á
9,3970,VN000000VAF9,VAF,Công ty cổ phần Phân lân nung chảy Văn Điển
0,3971,VN000000VAT0,VAT,Công ty cổ phần VT Vạn Xuân
1,3972,VN000000VAV6,VAV,Công ty cổ phần VIWACO
2,3973,VN000000VBB6,VBB,Ngân hàng Thương mại cổ phần Việt Nam Thương Tín
3,3974,VN000000VBC4,VBC,"Công ty cổ phần Nhựa, Bao bì Vinh"
4,3975,VN000000VBG5,VBG,Công ty cổ phần Địa chất Việt Bắc - TKV
5,3976,VN000000VBH3,VBH,CTCP Điện tử Bình Hoà
6,3977,VN0VBS109038,VBS10903,Ngân hàng Chính sách Xã hội
7,3978,VN0VBS109046,VBS10904,Ngân hàng Chính sách Xã hội
8,3979,VNVBS1100171,VBS110017,Ngân hàng Chính sách Xã hội
9,3980,VNVBS1100205,VBS110020,Ngân hàng Chính sách Xã hội
0,3981,VNVBS1100312,VBS110031,Ngân hàng Chính sách Xã hội
1,3982,VNVBS1100320,VBS110032,Ngân hàng Chính sách Xã hội
2,3983,VN0VBS110069,VBS11006,Ngân hàng Chính sách Xã hội
3,3984,VN0VBS110077,VBS11007,Ngân hàng Chính sách Xã hội
4,3985,VN0VBS110085,VBS11008,Ngân hàng Chính sách Xã hội
5,3986,VN0VBS110093,VBS11009,Ngân hàng Chính sách Xã hội
6,3987,VN0VBS110101,VBS11010,Ngân hàng Chính sách Xã hội
7,3988,VN0VBS110119,VBS11011,Ngân hàng Chính sách Xã hội
8,3989,VN0VBS110127,VBS11012,Ngân hàng Chính sách Xã hội
9,3990,VN0VBS110135,VBS11013,Ngân hàng Chính sách Xã hội
0,3991,VN0VBS110143,VBS11014,Ngân hàng Chính sách Xã hội
1,3992,VNVBS1110220,VBS111022,Ngân hàng Chính sách Xã hội
2,3993,VNVBS1110238,VBS111023,Ngân hàng Chính sách Xã hội
3,3994,VNVBS1110246,VBS111024,Ngân hàng Chính sách Xã hội
4,3995,VNVBS1110253,VBS111025,Ngân hàng Chính sách Xã hội
5,3996,VNVBS1110345,VBS111034,Ngân hàng Chính sách Xã hội
6,3997,VNVBS1110352,VBS111035,Ngân hàng Chính sách Xã hội
7,3998,VNVBS1110410,VBS111041,Ngân hàng Chính sách Xã hội
8,3999,VNVBS1110428,VBS111042,Ngân hàng Chính sách Xã hội
9,4000,VNVBS1110436,VBS111043,Ngân hàng Chính sách Xã hội
0,4001,VNVBS1110444,VBS111044,Ngân hàng Chính sách Xã hội
1,4002,VNVBS1110477,VBS111047,Ngân hàng Chính sách Xã hội
2,4003,VNVBS1110485,VBS111048,Ngân hàng Chính sách Xã hội
3,4004,VNVBS1110519,VBS111051,Ngân hàng Chính sách Xã hội
4,4005,VNVBS1110527,VBS111052,Ngân hàng Chính sách Xã hội
5,4006,VNVBS1110550,VBS111055,Ngân hàng Chính sách Xã hội
6,4007,VNVBS1110568,VBS111056,Ngân hàng Chính sách Xã hội
7,4008,VNVBS1120054,VBS112005,Ngân hàng Chính sách Xã hội
8,4009,VNVBS1120062,VBS112006,Ngân hàng Chính sách Xã hội
9,4010,VNVBS1120096,VBS112009,Ngân hàng Chính sách Xã hội
0,4011,VNVBS1120104,VBS112010,Ngân hàng Chính sách Xã hội
1,4012,VNVBS1120179,VBS112017,Ngân hàng Chính sách Xã hội
2,4013,VNVBS1120187,VBS112018,Ngân hàng Chính sách Xã hội
3,4014,VNVBS1120195,VBS112019,Ngân hàng Chính sách Xã hội
4,4015,VNVBS1120203,VBS112020,Ngân hàng Chính sách Xã hội
5,4016,VNVBS1120211,VBS112021,Ngân hàng Chính sách Xã hội
6,4017,VNVBS1120229,VBS112022,Ngân hàng Chính sách Xã hội
7,4018,VNVBS1120237,VBS112023,Ngân hàng Chính sách Xã hội
8,4019,VNVBS1120245,VBS112024,Ngân hàng Chính sách Xã hội
9,4020,VNVBS1120286,VBS112028,Ngân hàng Chính sách Xã hội
0,4021,VNVBS1120443,VBS112044,Ngân hàng Chính sách Xã hội
1,4022,VNVBS1120484,VBS112048,Ngân hàng Chính sách Xã hội
2,4023,VNVBS1120492,VBS112049,Ngân hàng Chính sách Xã hội
3,4024,VNVBS1120500,VBS112050,Ngân hàng Chính sách Xã hội
4,4025,VNVBS1120518,VBS112051,Ngân hàng Chính sách Xã hội
5,4026,VNVBS1120583,VBS112058,Ngân hàng Chính sách Xã hội
6,4027,VNVBS1120591,VBS112059,Ngân hàng Chính sách Xã hội
7,4028,VNVBS1120617,VBS112061,Ngân hàng Chính sách Xã hội
8,4029,VNVBS1120682,VBS112068,Ngân hàng Chính sách Xã hội
9,4030,VNVBS1120690,VBS112069,Ngân hàng Chính sách Xã hội
0,4031,VNVBS1120856,VBS112085,Ngân hàng Chính sách Xã hội
1,4032,VN000000VBX0,VBX,Công ty cổ phần Bê tông Xây dựng Hà Nội
2,4033,VN000000VC13,VC1,Công ty cổ phần Xây dựng số 1
3,4034,VN000000VC21,VC2,Công ty cổ phần Đầu tư và Xây dựng Vina2
4,4035,VN000000VC39,VC3,Công ty cổ phần Tập đoàn Nam Mê Kông
5,4036,VN000000VC54,VC5,Công ty cổ phần Xây dựng Số 5
6,4037,VN000000VC62,VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons
7,4038,VN000000VC70,VC7,Công ty cổ phần Tập đoàn BGI
8,4039,VN000000VC96,VC9,Công ty cổ phần Xây dựng Số 9
9,4040,VN000000VCA6,VCA,Công ty Cổ phần Thép VICASA - VNSTEEL
0,4041,VN000000VCB4,VCB,Ngân Hàng TMCP Ngoại Thương Việt Nam
1,4042,VN000000VCC2,VCC,Công ty cổ phần Vinaconex 25
2,4043,VN000000VCE8,VCE,Công ty cổ phần Xây lắp Môi trường
3,4044,VN000000VCF5,VCF,Công ty cổ phần Vinacafé Biên Hoà
4,4045,VN000000VCG3,VCG,Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam
5,4046,VN000000VCH1,VCH,Công ty cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Vinaconex
6,4047,VN000000VCI9,VCI,Công ty cổ phần Chứng khoán Bản Việt
7,4048,VN000000VCM1,VCM,Công ty cổ phần Nhân lực và Thương mại Vinaconex
8,4049,VN000000VCN9,VCN,Công ty cổ phần Đầu tư VCN
9,4050,VN000000VCP4,VCP,Công ty cổ phần Xây dựng và Năng lượng VCP
0,4051,VN000000VCR0,VCR,Công ty cổ phần Đầu tư và Phát triển Du lịch Vinaconex
1,4052,VN000000VCS8,VCS,Công ty cổ phần VICOSTONE
2,4053,VN000000VCT6,VCT,Công ty cổ phần Tư vấn Xây dựng Vinaconex
3,4054,VN000000VCV2,VCV,Công ty cổ phần Vận tải Vinaconex
4,4055,VN000000VCW0,VCW,Công ty cổ phần Đầu tư Nước sạch Sông Đà
5,4056,VN000000VCX8,VCX,Công ty cổ phần xi măng Yên Bình
6,4057,VN000000VDB2,VDB,Công ty cổ phần Vận tải và Chế biến Than Đông Bắc
7,4058,VNVDB1090283,VDB109028,Ngân hàng Phát triển Việt Nam
8,4059,VNVDB1100157,VDB110015,Ngân hàng Phát triển Việt Nam
9,4060,VNVDB1100165,VDB110016,Ngân hàng Phát triển Việt Nam
0,4061,VNVDB1100181,VDB110018,Ngân hàng Phát triển Việt Nam
1,4062,VNVDB1100199,VDB110019,Ngân hàng Phát triển Việt Nam
2,4063,VNVDB1100215,VDB110021,Ngân hàng Phát triển Việt Nam
3,4064,VNVDB1100223,VDB110022,Ngân hàng Phát triển Việt Nam
4,4065,VNVDB1100231,VDB110023,Ngân hàng Phát triển Việt Nam
5,4066,VNVDB1100249,VDB110024,Ngân hàng Phát triển Việt Nam
6,4067,VNVDB1100256,VDB110025,Ngân hàng Phát triển Việt Nam
7,4068,VNVDB1100264,VDB110026,Ngân hàng Phát triển Việt Nam
8,4069,VNVDB1100272,VDB110027,Ngân hàng Phát triển Việt Nam
